,f1,f2,f_screen,num_of_rows,screen_coef_mean,screen_coef_lower,screen_coef_upper,score_screen_mean,score_screen_lower,score_screen_upper,score_elim_mean,score_elim_lower,score_elim_upper
140,75.0,176.0,4.0,452.0,1.1378486233542346,1.0219673794598234,1.2537298672486459,0.2244444444444444,0.21175249704270366,0.23713639184618512,0.2539130434782609,0.24234565694960367,0.2654804300069181
141,210.0,223.0,92.0,452.0,1.1669395651866417,1.0516859993778986,1.2821931309953845,0.23256038647342994,0.22013365208447072,0.24498712086238916,0.269951690821256,0.2576495250388758,0.28225385660363617
142,172.0,176.0,198.0,452.0,1.228365342964234,1.0981396321090322,1.358591053819436,0.2001932367149758,0.18893594026837068,0.2114505331615809,0.24444444444444444,0.23220221069531718,0.2566866781935717
143,189.0,223.0,92.0,452.0,1.1800904666574983,1.0652303423590828,1.2949505909559138,0.20840579710144927,0.19792875081563405,0.2188828433872645,0.24473429951690817,0.23316064619794527,0.2563079528358711
144,101.0,210.0,227.0,452.0,1.2211526257841514,1.1025043209462708,1.339800930622032,0.2109178743961352,0.19969957601842137,0.22213617277384906,0.25623188405797104,0.24490609032163593,0.26755767779430617
145,162.0,176.0,198.0,452.0,1.145245187662462,1.022554433224147,1.2679359421007772,0.19971014492753622,0.18772305102814263,0.2116972388269298,0.22724637681159418,0.21647195006378808,0.23802080355940028
146,90.0,256.0,268.0,452.0,1.1413247989971524,1.014277667980662,1.268371930013643,0.1941062801932367,0.18275857909516313,0.20545398129131026,0.2200966183574879,0.20838738502149273,0.23180585169348306
147,176.0,258.0,278.0,452.0,1.2329406389083943,1.1078432978177508,1.358037979999038,0.20454106280193238,0.1928513581278934,0.21623076747597136,0.2507246376811594,0.23954980653024335,0.26189946883207543
148,75.0,101.0,206.0,452.0,1.14414505080038,1.0409066410639043,1.247383460536856,0.2376811594202898,0.22589209233597468,0.24947022650460493,0.2707246376811594,0.2596752155163597,0.2817740598459591
149,167.0,176.0,168.0,452.0,1.1412811915255792,1.0175172187180963,1.2650451643330618,0.2175845410628019,0.20418421480134627,0.23098486732425752,0.24666666666666665,0.235031079765747,0.2583022535675863
150,167.0,206.0,198.0,452.0,1.1148513073203603,1.0034930888877776,1.226209525752943,0.22550724637681158,0.21330572884371976,0.2377087639099034,0.25004830917874393,0.2385391017516444,0.2615575166058435
151,75.0,258.0,178.0,452.0,1.171025056450462,1.058488700637864,1.28356141226306,0.22801932367149758,0.21632658426366141,0.23971206307933374,0.2657004830917874,0.2537325101760657,0.2776684560075091
152,68.0,266.0,198.0,452.0,1.2797161782147337,1.1584811975159,1.4009511589135677,0.2222222222222222,0.21078819677435703,0.23365624767008739,0.2829951690821256,0.27068636960791453,0.2953039685563366
153,68.0,266.0,178.0,452.0,1.2226786015510984,1.1114238259441356,1.3339333771580613,0.23246376811594202,0.22137834888387029,0.24354918734801376,0.2829951690821256,0.27068636960791453,0.2953039685563366
154,239.0,266.0,278.0,452.0,1.2686906223258356,1.1407116647492643,1.396669579902407,0.2175845410628019,0.20619130223368598,0.2289777798919178,0.2745893719806763,0.2611976244911002,0.2879811194702524
155,17.0,266.0,278.0,452.0,1.2300019614078335,1.1169211083655541,1.3430828144501126,0.21893719806763282,0.20852658488541687,0.22934781124984877,0.2681159420289855,0.25616341154239497,0.280068472515576
156,17.0,206.0,232.0,452.0,1.1337735780197462,1.0273184882016206,1.2402286678378718,0.22067632850241545,0.2102036968181582,0.2311489601866727,0.2490821256038647,0.23746360032834918,0.2607006508793802
157,206.0,266.0,278.0,452.0,1.1198781634732076,1.0165209635802586,1.2232353633661566,0.2363285024154589,0.22490338260711001,0.2477536222238078,0.2634782608695652,0.2518467507934445,0.27510977094568595
158,101.0,266.0,168.0,452.0,1.2436550008035618,1.1306365402678977,1.356673461339226,0.22115942028985508,0.2102798357361968,0.23203900484351336,0.2738164251207729,0.2623517776434759,0.28528107259806995
159,90.0,176.0,168.0,452.0,1.1862528604547267,1.0885007241485758,1.2840049967608778,0.24386473429951686,0.23289128368355436,0.2548381849154794,0.2882125603864734,0.277391548821208,0.29903357195173885
160,92.0,176.0,248.0,452.0,1.1217782219436216,1.0381147487074642,1.2054416951797788,0.27594202898550724,0.2646261609987678,0.2872578969722467,0.3085990338164251,0.29820665952957853,0.3189914081032717
